simulation_n,seed,candidate_num,objective_score,S1_discharge_fraction,S1_discharge_mass_kg,S2_discharge_fraction,S2_discharge_mass_kg,S3_discharge_fraction,S3_discharge_mass_kg,diastatic_power_WK,fine_extract_db_pct,moisture_pct,total_protein_pct,wort_colour_EBC,wort_pH
36,77,3,0.4014574568809503,0.365807,2926.459986,0.396629,3173.035328,0.362563,2900.504686,332.24325957674324,81.6549745712757,4.300071048201478,10.571855304962229,3.8650775652696474,5.9602312603894045
36,77,4,0.39427609319686024,0.541641,4333.127318,0.229847,1838.778033,0.353512,2828.094649,330.7498209305944,81.69235206318717,4.308384701888844,10.619772245195847,3.8799185254711306,5.9571737509904485
37,78,1,0.38713358323639485,0.642422,5139.373137,0.40413,3233.041279,0.078448,627.585584,329.4281024089401,81.64725928396882,4.321713936253894,10.680094079393372,3.8887101105714303,5.954522089788895
37,78,2,0.40875679703245593,0.499347,3994.778068,0.058747,469.97389,0.566906,4535.248042,333.02147671180234,81.74086605060296,4.287689893588968,10.522739269816098,3.863197885616384,5.9617513277986465
37,78,3,0.40712267725801987,0.299468,2395.744681,0.454574,3636.595745,0.370957,2967.659574,333.29038271222333,81.63116887497047,4.294058489801333,10.537708043062104,3.854805256197303,5.962373362590272
37,78,4,0.3919082939004994,0.491592,3932.733051,0.319981,2559.851695,0.313427,2507.415254,330.3566663681051,81.67466688452639,4.312675911516695,10.638694405810007,3.882296310951422,5.956387962205617
38,79,1,0.3871221084656506,0.633332,5066.65508,0.39439,3155.122969,0.097278,778.221952,329.42964390377233,81.64634888894118,4.321771952045192,10.680244411462155,3.888646357900388,5.954525851110422
38,79,2,0.4084765477389278,0.288524,2308.195168,0.446589,3572.714353,0.389886,3119.090478,333.47878261366054,81.63633049131839,4.292255226041787,10.529399791761353,3.8534817570932383,5.962752213831837
38,79,3,0.39270770610372524,0.487391,3899.126291,0.309273,2474.185862,0.328336,2626.687847,330.48955930492446,81.68124003722485,4.311179938252087,10.63216197929588,3.8815256490345047,5.956653158819615
38,79,4,0.3941376891123413,0.421003,3368.021479,0.508703,4069.623183,0.195294,1562.355337,331.015976582342,81.63048053620382,4.311120518787429,10.623884993557024,3.874206383786179,5.957756990553331
39,80,1,0.3871315050534357,0.648049,5184.392863,0.400268,3202.14793,0.076682,613.459207,329.4278577350513,81.64720599590541,4.321719836695947,10.680115544933201,3.8887092413532818,5.954521630127415
39,80,2,0.41216250802434273,0.201651,1613.207547,0.523585,4188.679245,0.399764,3198.113208,334.15680918959845,81.61184262140867,4.289055115643259,10.509368282474414,3.846326220936391,5.964145555295214
39,80,3,0.39267610702660716,0.485689,3885.509839,0.312612,2500.894454,0.326699,2613.595707,330.48867234247865,81.68007659920093,4.311275445256181,10.632462145884254,3.881468594464337,5.956652166304733
39,80,4,0.3941206192059045,0.423975,3391.80039,0.521334,4170.670624,0.179691,1437.528986,330.991067587243,81.63506109794415,4.310956899985353,10.623777352460017,3.8746737568324274,5.9577032464766
40,81,1,0.3871230594068724,0.647518,5180.146741,0.390181,3121.450151,0.0873,698.403107,329.4288806262612,81.64655972227534,4.32176155499304,10.680224963036641,3.888664594602807,5.954524155310275
40,81,2,0.40791762895425326,0.315726,2525.806452,0.377419,3019.354839,0.431855,3454.83871,333.2127696374902,81.67387033171316,4.2913770126282875,10.53085765884655,3.857840918962781,5.962186160892754
40,81,3,0.39756191750342795,0.396641,3173.126615,0.575043,4600.344531,0.153316,1226.528854,331.5858188213107,81.64770504840708,4.305543116762521,10.598385983805859,3.8702928546438917,5.958901760127163
40,81,4,0.38910244753266565,0.526587,4212.696096,0.34538,2763.042685,0.253033,2024.261219,329.8421286457049,81.65579977417889,4.317965187634906,10.66247819912464,3.8856458964654514,5.95535659676669
41,82,1,0.3871267712957532,0.637113,5096.902303,0.400616,3204.924543,0.087272,698.173153,329.4284613428176,81.64683734712311,4.321743483206166,10.68017719819053,3.8886836018246385,5.9545231114056865
41,82,2,0.41092628272583676,0.275783,2206.263499,0.37905,3032.397408,0.470167,3761.339093,333.6637951068961,81.67649527316213,4.287803442543415,10.513198095216456,3.8541318305013474,5.963099881170456
41,82,3,0.3938542534245256,0.422765,3382.122905,0.494728,3957.821229,0.207507,1660.055866,330.9699721690224,81.62834987536071,4.311627327701445,10.62611318050399,3.874481213853182,5.957665085151879
41,82,4,0.3925051166850286,0.465937,3727.499355,0.354724,2837.789048,0.304339,2434.711596,330.53273892904866,81.66346240465393,4.312215027311864,10.634602944565613,3.880168946164119,5.956753155344197
42,83,1,0.3878823234733148,0.0,0.0,0.314328,2514.622001,0.810672,6485.377999,329.654516954353,81.63653575660625,4.320839823421137,10.673988440196442,3.886179191996475,5.954989138858416
42,83,2,0.396764917474746,0.405223,3241.782981,0.400158,3201.260693,0.31962,2556.956326,331.43661219837884,81.64804759488058,4.306632811514302,10.603950554567849,3.8715871552849994,5.958598645555821
42,83,3,0.39890533663929706,0.021312,170.497163,0.495156,3961.246274,0.608532,4868.256563,332.041487445768,81.60272679199018,4.305571177620006,10.5914598798482,3.863899458992891,5.959857963389066
42,83,4,0.41122484468328346,0.248975,1991.803279,0.459913,3679.303279,0.416112,3328.893443,333.915784245909,81.6330404265243,4.289238375835635,10.513626139108299,3.849563919029906,5.963641574561951
43,84,1,0.3871254490435162,0.63101,5048.079482,0.397288,3178.302138,0.096702,773.61838,329.42992083265887,81.64645941347537,4.321761438149466,10.680208609330572,3.8886501312387263,5.954526336499245
43,84,2,0.40942657561195195,0.025714,205.714286,0.610714,4885.714286,0.488571,3908.571429,333.8098733565569,81.5973860582244,4.292754042031041,10.525802535992247,3.8484883420675344,5.963451344486764
43,84,3,0.40128956180202635,0.442705,3541.64165,0.23573,1885.839266,0.446565,3572.519084,331.86082404888936,81.72878959302602,4.297292495466257,10.56940327026201,3.872447079536578,5.9594036885228885
43,84,4,0.39527034899962243,0.416588,3332.706767,0.410244,3281.954887,0.298167,2385.338346,331.18125135166815,81.64218914258677,4.308990082097614,10.614950994728712,3.873444257052528,5.958084353232358
44,85,1,0.3871197442859887,0.63697,5095.757369,0.389888,3119.100358,0.098143,785.142273,329.4297847188143,81.64619890968378,4.3217823556900745,10.680273456011543,3.8886368221720535,5.954526241105184
44,85,2,0.4063346992912221,0.343373,2746.987952,0.336596,2692.771084,0.44503,3560.240964,332.858061572897,81.69555471000469,4.292373298316652,10.539303563059233,3.862077299505414,5.961451075242523
44,85,3,0.3976540639095518,0.75,6000.0,0.128906,1031.25,0.246094,1968.75,331.7538458842587,81.61564139116558,4.3067358112626595,10.599379035568612,3.867075411609551,5.9592651071323
44,85,4,0.39811198142967824,0.374544,2996.348656,0.498198,3985.581874,0.252259,2018.069469,331.8280699443652,81.61765960711571,4.306026547522083,10.596109335729858,3.8665531410417664,5.9594143740915255
45,86,1,0.3871213252183887,0.636121,5088.967656,0.394872,3158.972087,0.094008,752.060257,329.4289787063262,81.64645083172985,4.321769139516063,10.680246207681632,3.8886577068369053,5.95452443002286
45,86,2,0.408632292889067,0.32069,2565.517241,0.309052,2472.413793,0.495259,3962.068966,333.13562083644575,81.71322984069054,4.288947350999469,10.524755578591547,3.8606869498123317,5.962002222428201
45,86,3,0.3913664098978294,0.459052,3672.418418,0.425659,3405.274922,0.240288,1922.306661,330.4190331339637,81.63753416552092,4.315046020542212,10.644845244181042,3.879700332836942,5.95654034802024
45,86,4,0.38898473835181346,0.569003,4552.023121,0.536488,4291.907514,0.019509,156.069364,329.70995933374246,81.67814129675074,4.317246989258678,10.662356978026148,3.8880167444028833,5.955072789413697
46,87,1,0.3871426739345323,0.623672,4989.373007,0.404888,3239.107333,0.09644,771.51966,329.43254270376616,81.64677465476028,4.321717749207565,10.680037206026293,3.8886452354886796,5.954531439755943
46,87,2,0.40283848668837796,0.179816,1438.52459,0.13832,1106.557377,0.806865,6454.918033,332.23140117518,81.70660403797265,4.296215815233649,10.560472043005868,3.8680472228345493,5.960171335051452
46,87,3,0.4038431177759688,0.361975,2895.803184,0.349493,2795.947902,0.413531,3308.248915,332.5027942383192,81.6849926935367,4.295837032846038,10.555160417948583,3.864526993757856,5.960737247651717
46,87,4,0.39281311832137117,0.583062,4664.49302,0.223698,1789.584864,0.31824,2545.922116,330.5555153827165,81.67188016001455,4.311401667606774,10.631812458470833,3.880441928695539,5.956793543934991
47,88,1,0.3871195659070821,0.640268,5122.145512,0.390036,3120.286776,0.094696,757.567711,329.42926109852107,81.64630139595184,4.321778442841661,10.68026977316312,3.8886469912407335,5.954525107029723
47,88,2,0.3983441086431159,0.141532,1132.258065,0.30121,2409.677419,0.682258,5458.064516,331.4798325724905,81.69990129427897,4.3023485357389095,10.590432798409182,3.8740985114557502,5.958650369707747
47,88,3,0.4017244194206731,0.36874,2949.918567,0.381222,3049.776059,0.375038,3000.305375,332.2462228176312,81.66398462113933,4.299360619514016,10.569678430578488,3.8655527967502077,5.960231018536067
47,88,4,0.3913822600352944,0.627414,5019.310345,0.223862,1790.896552,0.273724,2189.793103,330.36290462851383,81.65016053300945,4.314501270822888,10.644074510491526,3.880881528513227,5.956417643640725
48,89,1,0.38712742483801155,0.630813,5046.505448,0.399216,3193.728408,0.094971,759.766144,329.4298613012285,81.64657233796629,4.321753257186762,10.68018498231062,3.888656913637202,5.954526137235744
48,89,2,0.40708813651492964,0.342273,2738.181818,0.310909,2487.272727,0.471818,3774.545455,332.90711225800595,81.71033203167708,4.290877643086588,10.534061971444288,3.862479025195684,5.9615403819119885
48,89,3,0.395435353338505,0.434907,3479.253112,0.352438,2819.502075,0.337656,2701.244813,331.07887225475633,81.670482252256,4.307594458526071,10.612339187043498,3.8758911314949365,5.957856884423152
48,89,4,0.38879063567647226,0.518782,4150.254669,0.481112,3848.896435,0.125106,1000.848896,329.7968863372662,81.65052697911383,4.318706321188564,10.665397635300055,3.885739649803194,5.955268420410664
49,90,1,0.38712288035866355,0.637921,5103.37198,0.383032,3064.253474,0.104047,832.374546,329.431986281339,81.64588907770926,4.3217895587333475,10.680261194948672,3.8886007925108643,5.954530925250033
49,90,2,0.4068185327891497,0.238636,1909.090909,0.107955,863.636364,0.778409,6227.272727,332.7885830493543,81.72603550581307,4.290564508535134,10.534946094076872,3.8643645105848763,5.961288872558755
49,90,3,0.40311348378814804,0.359262,2874.09672,0.375208,3001.667593,0.390529,3124.235686,332.4565974144657,81.66920226794713,4.297388734979189,10.560526244715016,3.8640445925400906,5.960654437621068
49,90,4,0.39856438239243,0.621187,4969.493088,0.149205,1193.640553,0.354608,2836.866359,331.6870866713986,81.6648388840297,4.303476937064197,10.59062947778646,3.870379197220465,5.959095426710512
50,91,1,0.38712316487369597,0.644513,5156.103394,0.395214,3161.714654,0.085273,682.181952,329.4280563741832,81.64674062769781,4.3217539001071845,10.680214679180272,3.8886816897936125,5.95452235652024
50,91,2,0.40353260844265937,0.355701,2845.610494,0.375378,3003.027245,0.39392,3151.36226,332.52454243702186,81.66963615715754,4.296847454812054,10.557857096174287,3.863487970807711,5.9607920588976375
50,91,3,0.396639337424544,0.875048,7000.387409,0.188499,1507.990315,0.061453,491.622276,331.18259656845055,81.69647971892239,4.30483282491228,10.602458527529908,3.876448902602948,5.958049382118329
50,91,4,0.390649387563814,0.656765,5254.120879,0.226294,1810.353709,0.241941,1935.525412,330.25557341915845,81.63992192370196,4.316086077479909,10.65048017983729,3.8812300776487536,5.956206880604694
51,92,1,0.3871209906968066,0.639496,5115.971073,0.385129,3081.031628,0.100375,802.997299,329.4308790155386,81.6460290571005,4.321787146697162,10.680270993698581,3.888618032953972,5.954528580387188
51,92,2,0.40766615753412394,0.307453,2459.627329,0.412267,3298.136646,0.40528,3242.236025,333.2705625988722,81.65345009072428,4.292504679830245,10.533351537969622,3.8562125041951774,5.9623176563876985
51,92,3,0.4001181148488734,0.543014,4344.110855,0.167841,1342.725173,0.414145,3313.163972,331.752358468306,81.70902020605573,4.299613831184693,10.578035978657066,3.872275836504753,5.959197241405818
51,92,4,0.38965319085502437,0.521558,4172.462445,0.333326,2666.611337,0.270116,2160.926218,329.94038835551856,81.66087801055586,4.316842418543401,10.657598204006838,3.8850881941290134,5.955552529026307
52,93,1,0.3871227418901217,0.631744,5053.953729,0.388273,3106.180939,0.104983,839.865331,329.4314752289634,81.64599092366434,4.321785600806899,10.680257183513564,3.888610818588502,5.954529817131035
52,93,2,0.4015034513026974,0.433124,3464.995838,0.245538,1964.302229,0.446338,3570.701933,331.90496603082914,81.72726710717134,4.297078674809239,10.568082700876499,3.8719852150921747,5.95949435025525
52,93,3,0.40334498677469793,0.322993,2583.941606,0.520073,4160.583942,0.281934,2255.474453,332.7709334248166,81.61099199392264,4.299484549637624,10.56197775006954,3.858124055860515,5.9613329366571595
52,93,4,0.39099607985775764,0.468385,3747.081712,0.499456,3995.651179,0.157158,1257.267109,330.3137994626368,81.6432669064806,4.3153951067822405,10.647511482460004,3.8809182515340774,5.956322751591663
53,94,1,0.3871281531384273,0.628983,5031.867377,0.384309,3074.47174,0.111708,893.660883,329.43385889084306,81.6457577236656,4.3217855881645395,10.68022047386526,3.8885774898545584,5.954534817705362
53,94,2,0.4072464897591052,0.322746,2581.967213,0.376025,3008.196721,0.42623,3409.836066,333.10698286306075,81.67387507813521,4.292167790461438,10.534857481183376,3.8587453431181022,5.96197141948614
53,94,3,0.40557201837274287,0.329545,2636.363636,0.647727,5181.818182,0.147727,1181.818182,332.9085641878768,81.65929009076477,4.294765821789725,10.54570417017107,3.859630952154651,5.96157877499783
53,94,4,0.39069983342868453,0.496397,3971.176873,0.3436,2748.8026,0.285003,2280.020527,330.1595579701986,81.66256527809084,4.315074441052471,10.6489224313082,3.883308686644375,5.955996252898096
54,95,1,0.3871210950358899,0.633947,5071.57338,0.392486,3139.885412,0.098568,788.541208,329.4298256513594,81.6462587441264,4.321777478884027,10.680258195861935,3.8886397964569412,5.954526282643056
54,95,2,0.41152469612760917,0.254493,2035.940803,0.375793,3006.342495,0.494715,3957.716702,333.7415237948647,81.67911665877878,4.287021893518444,10.5096576221728,3.8536131152751913,5.963255843356877
54,95,3,0.39386632012582956,0.458547,3668.377823,0.336114,2688.911704,0.330339,2642.710472,330.75272180224323,81.67480782515219,4.3097031921858076,10.623683087292141,3.8789190518055214,5.95719182301059
54,95,4,0.38931403277671006,0.495587,3964.697895,0.425153,3401.221996,0.20426,1634.080109,329.95902478458515,81.64099546122614,4.318221849391277,10.661449782257135,3.8838243223366224,5.955604166710379
55,96,1,0.387127065375118,0.635319,5082.548623,0.380379,3043.03441,0.109302,874.416967,329.43380900194893,81.64571314988633,4.321789366206714,10.680232575513234,3.8885754399342938,5.954534747389186
55,96,2,0.40436644914939046,0.348887,2791.098349,0.374731,2997.846375,0.401382,3211.055276,332.655752522336,81.67106545431334,4.295757000384875,10.552567116195608,3.862445922484621,5.9610574115888175
55,96,3,0.3960858306096942,0.608663,4869.305579,0.176687,1413.49599,0.33965,2717.19843,331.21659234072985,81.66755027451649,4.30678847113992,10.607802454331608,3.8745511490908324,5.958138480522384
55,96,4,0.39035356383265796,0.78238,6259.042212,0.252484,2019.869975,0.090136,721.087812,330.0897454245388,81.66158941333684,4.315671088648123,10.651786413259154,3.8838511603602606,5.955855217081148
56,97,1,0.38712304261396246,0.631611,5052.88721,0.394124,3152.995143,0.099265,794.117647,329.43013541587084,81.64629159688087,4.32177265268368,10.680238951653026,3.888638974050042,5.954526888624127
56,97,2,0.4052815479688942,0.340988,2727.903748,0.374826,2998.611754,0.409186,3273.484498,332.80016109491896,81.6721554487579,4.294593758279253,10.54685571953131,3.8612722164274134,5.961349791707963
56,97,3,0.3916929558511096,0.655907,5247.252279,0.210584,1684.672404,0.258509,2068.075317,330.47487243165205,81.6402058352647,4.314424333073731,10.64212111565731,3.879371499979217,5.956651841695746
56,97,4,0.3898421502713546,0.799092,6392.739274,0.288263,2306.105611,0.037644,301.155116,329.9024155135977,81.67764038280667,4.315845944480918,10.655192979387401,3.8863439912362883,5.955463806866464
57,98,1,0.3871199014564215,0.639527,5116.214668,0.392332,3138.655462,0.093141,745.12987,329.4288549800216,81.64640493223695,4.321773571030887,10.680261405707714,3.888656214354859,5.954524210743685
57,98,2,0.4086749337302341,0.304172,2433.377483,0.390099,3120.794702,0.430728,3445.827815,333.3622172029764,81.66734075593224,4.290758136250011,10.526701836396544,3.8562008351331887,5.962494061105021
57,98,3,0.4095681418106013,0.256641,2053.125,0.608203,4865.625,0.260156,2081.25,333.7607769768555,81.61244071624287,4.291971207212228,10.524209360454297,3.8497443391343866,5.963341228408618
57,98,4,0.3929978450750927,0.439495,3515.959629,0.416879,3335.029129,0.268626,2149.011241,330.7483613433176,81.63902084393077,4.3124695301877445,10.632049185281424,3.876968155061815,5.957207823721953
58,99,1,0.38712114460037533,0.633433,5067.464826,0.390599,3124.79245,0.100968,807.742725,329.430367143255,81.64614591134895,4.321782048435647,10.680263573872248,3.8886288998334466,5.954527460181418
58,99,2,0.4081251501772752,0.289877,2319.018405,0.255368,2042.944785,0.579755,4638.03681,332.94827866196977,81.73564885871775,4.288635850393046,10.526703264071912,3.8635336659803046,5.96160636506365
58,99,3,0.39913494079818074,0.375232,3001.859888,0.431029,3448.233106,0.318738,2549.907006,331.9300005058335,81.63518865689935,4.303925221678273,10.588237195714301,3.866655775760788,5.959609111468056
58,99,4,0.402431143566247,0.417609,3340.868531,0.253739,2029.914167,0.453652,3629.217303,332.0639204088863,81.72709873636767,4.295902775093488,10.562109549759134,3.8706172767307994,5.95981713098103
59,100,1,0.3871213586235719,0.64109,5128.717227,0.384634,3077.071969,0.099276,794.210804,329.4308651542715,81.64605068395402,4.321785598309173,10.680266561784881,3.888619352918203,5.954528537231353
59,100,2,0.40027443410311214,0.118007,944.055944,0.373689,2989.51049,0.633304,5066.433566,331.9886948322288,81.66534179419757,4.301182903727852,10.579107252226187,3.867829289145771,5.959707316255348
59,100,3,0.40049998478048326,0.382757,3062.05813,0.370287,2962.293794,0.371956,2975.648075,332.01255874430007,81.6686146981164,4.300754420806173,10.577454666352367,3.867807152080824,5.95975348510726
59,100,4,0.3884828715125865,0.536649,4293.195843,0.357523,2860.181877,0.230828,1846.62228,329.72458721897885,81.65104970703835,4.319207089117421,10.668012233214125,3.886386631425389,5.955121296374449
60,101,1,0.3871222523445652,0.639566,5116.529284,0.383427,3067.418655,0.102007,816.052061,329.4315491244229,81.6459503351005,4.321788148685209,10.680263690295273,3.888607932083164,5.954529995319004
60,101,2,0.4036971792406535,0.354818,2838.545455,0.373909,2991.272727,0.396273,3170.181818,332.5468556244953,81.67069745011406,4.296599511693779,10.556769987012181,3.863356220523472,5.960836615752101
60,101,3,0.40098264157418995,0.375,3000.0,0.622934,4983.471074,0.127066,1016.528926,332.10815597556626,81.66616117983,4.300226905783325,10.574401394648957,3.8668537751566547,5.959949243148169
60,101,4,0.38931408125140365,0.497903,3983.222023,0.408933,3271.46115,0.218165,1745.316827,329.950184543312,81.64287934504914,4.318144054514744,10.661352401339432,3.884004540166731,5.9555849135235155
61,102,1,0.3871344363213287,0.631323,5050.583658,0.377918,3023.346304,0.115759,926.070039,329.43636400671716,81.6455428227101,4.321783269368812,10.680174977233863,3.8885441396657985,5.9545400521132485
61,102,2,0.4058643694540666,0.317684,2541.472507,0.431966,3455.731594,0.375349,3002.795899,333.0434435779213,81.64083223695442,4.295167083346485,10.544832887302203,3.8574527005323285,5.961865386585502
61,102,3,0.39407633188718166,0.805365,6442.917743,0.188088,1504.703062,0.131547,1052.379196,330.9015285954486,81.65218905779729,4.31031814337538,10.623238605580775,3.876390600685757,5.957509595559599
61,102,4,0.38835853657288405,0.559444,4475.548061,0.502003,4016.020236,0.063554,508.431703,329.6416805516409,81.66260485225622,4.318944432908321,10.66849975177664,3.887737187931834,5.954944978519389
62,103,1,0.38712152422633334,0.644431,5155.446756,0.386147,3089.176429,0.094422,755.376814,329.4300558950662,81.64623148012957,4.321777839642386,10.680255735926139,3.8886363138955207,5.9545267689514345
62,103,2,0.41087551694605556,0.238029,1904.231626,0.511136,4089.08686,0.375835,3006.681514,333.9531070155249,81.61398362021795,4.290414980818102,10.516581757600074,3.8481862095375368,5.9637305704875585
62,103,3,0.40131152728732084,0.391392,3131.137725,0.329416,2635.329341,0.404192,3233.532934,332.03907316663117,81.69252382592487,4.298729737478583,10.570972702179885,3.8689088179647895,5.959790703557423
62,103,4,0.3889889784219831,0.511626,4093.010896,0.384368,3074.940207,0.229006,1832.048897,329.8567025647757,81.6473085868005,4.318504827019587,10.663872903139136,3.88504960042246,5.955392077234673
63,104,1,0.3871201036829871,0.639243,5113.940797,0.386876,3095.005788,0.098882,791.053415,329.43029877728276,81.6461076443561,4.321785482892691,10.680274929027568,3.8886273582139483,5.954527347978639
63,104,2,0.4072738244899312,0.320225,2561.797753,0.383427,3067.41573,0.421348,3370.786517,333.13188701714097,81.6695640330365,4.292310857390922,10.534903541139832,3.858292984594839,5.962024966571682
63,104,3,0.38933524646932266,0.494484,3955.868703,0.444266,3554.130453,0.18625,1490.000844,329.9658442696416,81.64054785856152,4.318205040839056,10.661294441445763,3.883741169324856,5.955618320517364
63,104,4,0.39650600592881335,0.400016,3200.125865,0.427627,3421.019509,0.297357,2378.854626,331.44804127799625,81.63537085392863,4.307515699784327,10.606423387383805,3.8707852074576046,5.958630648902926
64,105,1,0.3871220906420614,0.633673,5069.387755,0.386633,3093.061224,0.104694,837.55102,329.4314889049543,81.64595495698596,4.32178824598379,10.68026490864438,3.888608703550892,5.954529869868988
64,105,2,0.4039998510847913,0.440914,3527.315914,0.195071,1560.570071,0.489014,3912.114014,332.25899812334313,81.74102038511673,4.293380401282855,10.551541232720208,3.869723370768509,5.960203454256439
64,105,3,0.3944403916009046,0.415456,3323.651452,0.462137,3697.095436,0.247407,1979.253112,331.0940605154816,81.62651273195331,4.310839653907016,10.621841107636717,3.8733185661727783,5.957918249683382
64,105,4,0.40722783747307423,0.324,2592.0,0.372462,2979.692308,0.428538,3428.307692,333.0941376057593,81.6759461420612,4.2921056491477625,10.53486867658545,3.8589701907490483,5.961943906472866
65,106,1,0.38712462421575833,0.649323,5194.583838,0.388562,3108.49628,0.087115,696.919882,329.42933719283906,81.64654187565202,4.321759503783129,10.680211785305707,3.888659700845289,5.954525094494894
65,106,2,0.41002591727964577,0.2925,2340.0,0.370125,2961.0,0.462375,3699.0,333.50671101874366,81.68069687655041,4.2886572608925615,10.51817622854317,3.8557078519558456,5.962778096117366
65,106,3,0.40088582614553553,0.405812,3246.492986,0.719188,5753.507014,0.0,0.0,331.70847413284787,81.7458456309254,4.297128972712498,10.571256546862912,3.8746967732321984,5.9590825867439206
65,106,4,0.3906868285327358,0.490608,3924.867628,0.533641,4269.125434,0.100751,806.006938,330.1540388721397,81.66314323352199,4.315071566985253,10.64899871830745,3.883387967057719,5.955984648242817
66,107,1,0.3871231709104763,0.642247,5137.975667,0.382572,3060.574683,0.100181,801.449651,329.43159661997953,81.6459868369705,4.321785005146104,10.680253528977088,3.888609554019903,5.954530066382404
66,107,2,0.4036680449271162,0.153,1224.0,0.363,2904.0,0.609,4872.0,332.51357745015827,81.67665688867054,4.296393152039476,10.556662879962145,3.863971729283762,5.9607649254034865
66,107,3,0.39923316507220424,0.385368,3082.945926,0.393901,3151.211157,0.34573,2765.842917,331.8589928862952,81.65390103599158,4.30302684372066,10.58663448675744,3.8683022551081208,5.9594519773617165
66,107,4,0.3964621751123485,0.43654,3492.320819,0.625533,5004.266212,0.062927,503.412969,331.1446650015979,81.6974716229311,4.305040730715002,10.603665807505038,3.8768282098073,5.957971695457404
67,108,1,0.38711956400953246,0.639221,5113.764422,0.390898,3127.180038,0.094882,759.055541,329.4291896883065,81.64631651086981,4.321777822280626,10.6802690100987,3.8886484413021125,5.954524951576623
67,108,2,0.4090564976819498,0.079934,639.473684,0.541776,4334.210526,0.503289,4026.315789,333.72140524439675,81.60403801529851,4.292907526918139,10.52762403853293,3.849614032949092,5.9632671423658214
67,108,3,0.40146033912326434,0.389806,3118.444313,0.330141,2641.131408,0.405053,3240.424278,332.0654452085467,81.69236302175759,4.298544794321051,10.57001214898551,3.868674482332288,5.959844348218051
67,108,4,0.3963119231643006,0.446215,3569.717707,0.639222,5113.772455,0.039564,316.509837,331.0520101144199,81.7108942384313,4.304708323879513,10.604094046801313,3.8783658327810553,5.95777429269489
68,109,1,0.3871199134709833,0.637487,5099.893067,0.392176,3137.408662,0.095337,762.698271,329.4291796976153,81.64633637478448,4.321776379614961,10.680264835804646,3.888649630243451,5.9545249175019865
68,109,2,0.40374880943214425,0.358133,2865.067466,0.362912,2903.298351,0.403954,3231.634183,332.5246593761023,81.67714541462118,4.296272956433624,10.55613180197622,3.8639041522985935,5.960787081511849
68,109,3,0.3953098895164932,0.466142,3729.134909,0.644067,5152.534299,0.014791,118.330793,330.8074174978708,81.72214268541757,4.305678285798664,10.610766895890286,3.8810812816866957,5.95726997916713
68,109,4,0.39227076342497674,0.443584,3548.673825,0.482943,3863.54263,0.198473,1587.783545,330.63082375173906,81.6324910260278,4.313847356171839,10.637990933873375,3.877609982200356,5.956973767052764
69,110,1,0.38715297975247664,0.614699,4917.590572,0.399127,3193.01615,0.111174,889.393278,329.43751135295344,81.64623886943805,4.321721518551822,10.679972073302338,3.888573002550376,5.954541897762261
69,110,2,0.4041754808321619,0.430369,3442.95302,0.203859,1630.872483,0.490772,3926.174497,332.28842805844334,81.74093313069807,4.293166970882462,10.550448173286718,3.869466985393968,5.960263255102658
69,110,3,0.4017315027835745,0.339148,2713.18023,0.504743,4037.943085,0.28111,2248.876685,332.48719691915187,81.61329630241809,4.3014304871186395,10.572180739522812,3.8606771713381685,5.960755375587412
69,110,4,0.3904275509949047,0.488026,3904.20939,0.371964,2975.715057,0.265009,2120.075553,330.1478920579508,81.6526616306087,4.315918214749806,10.651633227973253,3.8828581926581682,5.955979449626293
70,111,1,0.3871245267208727,0.635123,5080.984019,0.398467,3187.73568,0.09141,731.280302,329.42885259959735,81.64664014239916,4.321755621390255,10.680207593407728,3.8886693019315985,5.954524042571236
70,111,2,0.4048537888537629,0.350463,2803.707743,0.357415,2859.323882,0.417121,3336.968375,332.6845834980456,81.68176104903544,4.294724359516719,10.549025640118689,3.862793703595597,5.961108508508991
70,111,3,0.3943302744681441,0.462234,3697.874785,0.608917,4871.338311,0.053848,430.786904,330.73765192214296,81.69711573505091,4.308111817829979,10.61914080853389,3.8802871825272476,5.957145740837914
70,111,4,0.3913439917486318,0.460162,3681.292455,0.42123,3369.836607,0.243609,1948.870938,330.4095494101688,81.63854813933388,4.3150394894940645,10.644971554479591,3.879837722183772,5.956520392723027
71,112,1,0.3871207215168713,0.635924,5087.395902,0.393597,3148.77889,0.095478,763.825208,329.42920342463964,81.64637232924782,4.32177345564776,10.680255698871898,3.8886514249185575,5.954524940697442
71,112,2,0.4074256997660716,0.305707,2445.652174,0.424932,3399.456522,0.394361,3154.891304,333.2668854282707,81.64624392331527,4.2930826511592555,10.53514202381206,3.8558435903699007,5.962315196328588
71,112,3,0.40252515844008896,0.361468,2891.746641,0.634837,5078.694818,0.128695,1029.558541,332.36769573905326,81.66707899907068,4.29821579208662,10.564375134120576,3.8646864765376603,5.9604754493106915
71,112,4,0.39157341389346123,0.453372,3626.976744,0.448023,3584.186047,0.223605,1788.837209,330.4803102476423,81.63373547710823,4.314877929116736,10.64339824507879,3.878965558577446,5.956667373301709
72,113,1,0.3871232881026661,0.636054,5088.430493,0.397433,3179.461883,0.091513,732.107623,329.42873512452,81.64660231706905,4.32175938937812,10.680220704680202,3.8886682045848606,5.954523830374457
72,113,2,0.407472659061549,0.32978,2638.241173,0.343271,2746.169221,0.451949,3615.589607,333.0501327762314,81.69322260613974,4.2911150152002016,10.532573772120122,3.86030610396305,5.961842582885523
